scene_name,crossover_merge,avg_time
scene1.json,0,3.0755296548207602
scene1.json,1,12.367324988047281
scene2.json,0,5.467341423034668
scene2.json,1,29.710707664489746
scene3.json,0,4.795822381973267
scene3.json,1,9.760711590449015
