scene_name,add_remove_mutation_ratio,avg_time
scene1.json,0.2,10.6039989789327
scene1.json,0.5,10.579723040262857
scene1.json,0.8,7.91002090771993
scene2.json,0.2,23.237165609995525
scene2.json,0.5,17.509213129679363
scene2.json,0.8,12.544204394022623
scene3.json,0.2,9.223879098892212
scene3.json,0.5,12.170554637908936
scene3.json,0.8,12.321000019709269
