scene_name,population_size,avg_time
scene1.json,10,13.090200980504354
scene1.json,20,26.791309038798016
scene1.json,30,39.52314567565918
scene2.json,10,20.448292414347332
scene2.json,20,38.86317276954651
scene2.json,30,60.651906887690224
scene3.json,10,20.1530818939209
scene3.json,20,41.069825410842896
scene3.json,30,60.05094528198242
