scene_name,mutation_rate,avg_time
scene1.json,0.2,2.8278425534566245
scene1.json,0.5,5.692136764526367
scene1.json,0.8,8.250876267751059
scene2.json,0.2,4.8190561930338545
scene2.json,0.5,9.269850015640259
scene2.json,0.8,13.54921785990397
scene3.json,0.2,4.435761292775472
scene3.json,0.5,8.32995859781901
scene3.json,0.8,12.95609736442566
