scene_name,mutation_std,avg_time
scene1.json,1,6.999300400416057
scene1.json,5,10.253924051920572
scene1.json,10,13.565090815226236
scene2.json,1,11.67327086130778
scene2.json,5,15.450473546981812
scene2.json,10,19.461453676223755
scene3.json,1,10.1921280225118
scene3.json,5,17.455394903818767
scene3.json,10,25.50452462832133
