scene_name,cell_size_decrease_interval,avg_time
scene1.json,1,13.49952801068624
scene1.json,5,13.410011291503906
scene1.json,20,13.196954011917114
scene1.json,80,11.836759646733602
scene2.json,1,20.359472672144573
scene2.json,5,20.061396678288776
scene2.json,20,20.55768632888794
scene2.json,80,20.563031037648518
scene3.json,1,19.918052037556965
scene3.json,5,20.62370491027832
scene3.json,20,19.77209957440694
scene3.json,80,19.741962273915608
