scene_name,random_point_initialization,avg_time
scene1.json,0,12.761556386947632
scene1.json,1,14.520235617955526
scene2.json,0,20.5422469774882
scene2.json,1,21.419634342193604
scene3.json,0,20.733242988586426
scene3.json,1,25.034545342127483
